Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,bcr,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,bdx,0,0,0,0,70380000000.0,85470000000.0,89.6,19.23,2.7,4.01,2.96,4.99,23.31,5.11,14.11,2.85,3.9,17120000000.000002,61.36,4.4,7820000000.0,4570000000.0,767000000.0,2.71,-21.0,2840000000.0,9.8,17930000000.0,75.42,1.54,81.88,3540000000.0,3270000000.0,0.84,237.07,246.15,1450000.0,289870000.0,289640000.0,0.12,87.3,2170000.0,1.94,0.86,1780000.0
0,0,beam,0,0,0,0,2109999999.9999998,1940000000.0,,,,10.55,10.55,-16.63,-16.63,0.0,-493050.0,-32.96,-77.71,0.0,0.0,0.0,-113870000.0,-113870000.0,-131520000.00000001,-3.83,,202220000.0,3.58,34330000.0,17.16,4.4,3.97,-89240000.0,-46950000.0,,32.39,26.63,57970000.0,57970000.0,34460000.0,16.84,64.64,3080000.0,4.14,7.95,4770000.0
0,0,ben,0,0,0,0,10160000000.0,4820000000.0,12.9,7.71,,1.81,1.0,0.87,4.36,14.35,18.84,,6.82,5570000000.0,11.32,17.4,1990000000.0,1100000000.0,798900000.0,1.59,-74.2,6360000000.0,12.84,997800000.0,8.52,,20.42,,,1.23,21.19,20.8,3510000.0,495230000.0,276800000.0,45.96,49.9,24920000.0,5.94,9.29,27970000.0
0,0,bf-b,0,0,0,0,36190000000.0,37990000000.0,38.91,44.84,4.85,11.16,17.32,11.34,29.15,28.81,33.37,12.14,50.62,3350000000.0,7.01,-1.7,2130000000.0,1190000000.0,965000000.0,2.0,74.2,908000000.0,1.9,2700000000.0,125.81,3.34,4.49,743000000.0,485120000.0,0.73,75.66,70.82,309360000.0,309360000.0,452270000.0,2.5,51.28,4760000.0,6.11,1.57,4770000.0
0,0,bhi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,big,0,0,0,0,1870000000.0,2700000000.0,2.61,,,0.32,1.41,0.46,2.41,12.33,5.13,5.1,73.2,5860000000.0,149.81,31.3,2109999999.9999998,445030000.0,722040000.0,18.33,7215.8,898560000.0,22.89,1870000000.0,140.78,1.58,33.84,649070000.0,805410000.0,2.65,49.37,42.67,1460000.0,39260000.0,38500000.0,0.95,98.4,7700000.0,5.77,27.11,7780000.0
0,0,biib,0,0,0,0,38250000000.0,42510000000.0,8.2,9.49,6.24,2.92,3.56,2.98,5.97,35.63,46.9,15.95,41.58,14260000000.0,85.45,-6.2,12420000000.0,7150000000.0,5080000000.0,30.38,-54.6,3580000000.0,23.26,7830000000.0,72.91,2.06,69.91,6560000000.0,4680000000.0,0.58,272.02,281.6,1610000.0,153880000.0,152890000.0,0.63,88.13,3800000.0,3.56,2.48,2830000.0
0,0,bk,0,0,0,0,34299999999.999996,,8.53,10.02,2.42,2.21,0.85,,,26.21,33.43,1.08,9.95,16430000000.0,18.33,-1.0,16489999999.999998,,4099999999.9999995,4.56,-9.7,169780000000.0,191.6,70230000000.0,,,45.57,3430000000.0,,1.02,36.55,36.66,5010000.0,886140000.0,884540000.0,0.24,86.14,5610000.0,1.02,0.63,7160000.0
0,0,bks,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,blk,0,0,0,0,100630000000.0,101350000000.0,21.92,19.05,2.52,6.54,2.97,6.45,15.25,29.83,34.74,2.07,14.02,15700000000.0,101.87,18.3,7410000000.0,5910000000.0,4690000000.0,30.11,21.9,6320000000.0,41.45,7990000000.0,22.19,1.41,222.12,3020000000.0,3470000000.0,1.16,626.08,572.11,152510000.0,152510000.0,150590000.0,1.24,87.41,1160000.0,1.9,0.99,1210000.0
0,0,bll,0,0,0,0,30960000000.0,37960000000.0,61.06,28.33,3.99,2.76,10.73,3.33,24.71,4.55,10.92,4.69,15.11,11400000000.0,34.96,4.7,2270000000.0,1910000000.0,518000000.0,1.55,162.0,771000000.0,2.36,7990000000.0,270.67,1.07,8.83,1240000000.0,855370000.0,0.45,90.74,77.83,1550000.0,326570000.0,324700000.0,0.62,86.64,9130000.0,6.28,3.25,9820000.0
0,0,bmc,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,bms,0,0,0,0,5220000000.0,6570000000.0,22.36,19.08,3.91,1.32,4.26,1.62,12.06,,,,,,,,805100000.0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,bmy,0,0,0,0,143770000000.0,168290000000.0,93.81,8.4,0.84,3.56,2.87,4.27,12.27,-0.11,20.04,5.39,-0.08,39400000000.0,18.12,75.5,18930000000.0,16820000000.0,-44000000.0,-0.02,38.4,21280000000.0,9.42,45810000000.0,91.2,1.67,22.2,12420000000.0,14970000000.0,0.64,61.14,60.37,10280000.0,2260000000.0,2230000000.0,0.08,75.82,15710000.0,1.56,0.7,11620000.0
0,0,brcm,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,brk-b,0,0,0,0,533640000000.0,619910000000.0,15.47,16.89,,1.97,1.28,2.22,,14.45,24.68,4.73,8.86,247980000000.0,153805.75,-3.0,105480000000.0,71550000000.0,35850000000.0,22232.21,82.4,145720000000.0,93223.58,107690000000.0,25.69,1.66,264245.47,41300000000.0,55290000000.0,0.83,213.3,199.63,5000000.0,1370000000.0,1290000.0,0.19,69.1,10570000.0,2.49,0.9,11150000.0
0,0,bsx,0,0,0,0,54380000000.0,61690000000.0,14.55,23.31,2.68,5.31,3.49,6.1,72.75,36.64,9.85,2.16,29.32,10110000000.0,7.18,-1.8,7630000000.0,2120000000.0,3680000000.0,2.61,,2020000000.0,1.41,9590000000.0,61.63,1.87,10.87,1530000000.0,2170000000.0,0.98,37.58,37.67,10090000.0,1430000000.0,1430000000.0,0.22,94.38,12170000.0,1.09,0.85,12920000.0
0,0,btu,0,0,0,0,102690000.0,949690000.0,,,,0.03,0.1,0.29,-0.64,-62.27,-8.81,-3.08,-99.35,3260000000.0,33.46,-39.4,1090000000.0,352600000.0,-2040000000.0,-20.835,,814600000.0,8.33,1660000000.0,150.95,0.65,10.74,92700000.0,111660000.0,1.53,1.5769,2.6893,2890000.0,97800000.0,67510000.0,1.26,94.89,8580000.0,3.41,12.62,6710000.0
0,0,bwa,0,0,0,0,9210000000.0,9920000000.0,21.4,10.72,1.15,0.88,1.94,1.13,7.3,4.11,10.1,5.27,8.82,8800000000.0,42.77,1.7,2100000000.0,1340000000.0,362000000.0,1.76,-42.8,2120000000.0,8.67,2840000000.0,57.67,2.35,19.45,992000000.0,687880000.0,1.81,38.34,36.8,3070000.0,244520000.0,242740000.0,0.41,91.24,9780000.0,2.57,4.43,13940000.0
0,0,bxp,0,0,0,0,14260000000.0,26230000000.0,14.32,32.47,21.02,4.98,2.41,9.18,11.5,35.91,33.15,2.62,14.19,2800000000.0,18.05,-7.5,1840000000.0,1610000000.0,994230000.0,6.4,-16.2,1710000000.0,11.02,13480000000.0,158.71,5.22,38.1,1140000000.0,904820000.0,1.04,80.96,86.27,1350000.0,155640000.0,155330000.0,0.14,97.01,3810000.0,3.47,2.82,3440000.0
0,0,c,0,0,0,0,100520000000.0,,9.43,8.26,1.64,1.34,0.57,,,20.74,24.68,0.57,6.18,58080000000.0,27.62,-6.1,66069999999.99999,,10870000000.0,5.14,-34.3,945970000000.0,454.37,578050000000.0,,,84.49,267000000.0,,1.81,44.4,48.41,26290000.0,2080000000.0,2080000000.0,0.25,76.41,22510000.0,0.88,1.08,16579999.999999998
0,0,ca,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,cab,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,cag,0,0,0,0,17600000000.0,26780000000.0,17.75,14.37,2.95,1.55,2.17,2.36,12.76,8.77,17.58,5.57,12.69,11340000000.0,23.26,12.1,3100000000.0,2360000000.0,995300000.0,2.03,89.3,438200000.0,0.9,9900000000.0,120.77,0.95,16.62,1920000000.0,1280000000.0,0.83,36.57,35.74,2810000.0,488520000.0,486340000.0,0.41,85.83,10140000.0,3.69,2.76,7920000.0
0,0,cah,0,0,0,0,,,,,,,,,,0.63,1.16,2.78,83.76,154650000000.0,529.16,4.6,6870000000.0,2680000000.0,973000000.0,3.33,,2750000000.0,9.36,6740000000.0,472.98,1.12,4.84,2880000000.0,2000000000.0,0.95,49.65,51.35,2230000.0,293420000.0,292850000.0,0.18,87.68,4550000.0,2.51,1.76,3690000.0
0,0,cam,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,camp,0,0,0,0,291370000.0,420110000.0,,17.89,1.49,0.81,2.45,1.21,-27.54,-25.07,-5.47,-2.08,-55.81,347550000.0,10.22,-10.4,143300000.0,6590000.0,-87140000.0,-2.57,,107140000.0,3.06,235890000.0,198.26,2.24,3.4,26050000.0,39740000.0,2.4,7.87,7.87,35020000.0,35020000.0,31850000.0,2.79,76.71,1390000.0,6.82,4.82,1080000.0
0,0,cat,0,0,0,0,91880000000.0,120690000000.0,28.0,22.83,8.25,2.13,6.15,2.76,16.37,7.6,11.86,4.19,22.14,43660000000.0,80.01,-22.6,14460000000.0,7560000000.0,3320000000.0,6.03,-55.3,8510000000.0,15.67,38140000000.0,254.35,1.54,27.52,6690000000.0,2550000000.0,0.98,161.83,139.85,3450000.0,543260000.0,542170000.0,0.19,69.59,6770000.0,1.96,1.25,6760000.0
0,0,cb,0,0,0,0,65980000000.00001,82130000000.0,29.0,13.11,1.62,1.9,1.17,2.35,,6.55,7.42,0.89,4.12,34920000000.0,77.26,5.0,8720000000.0,2880000000.0,2290000000.0,5.05,9.4,6370000000.0,14.11,20220000000.0,35.84,0.35,124.98,8670000000.0,6770000000.0,0.6,128.95,124.53,1890000.0,451360000.0,448390000.0,0.44,91.34,2840000.0,1.46,0.63,1890000.0
0,0,cbg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,cbs,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,cce,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,cci,0,0,0,0,72460000000.0,97550000000.0,105.01,64.1,3.23,12.25,7.63,16.9,31.95,13.1,27.51,2.57,7.26,5770000000.0,13.78,0.3,3780000000.0,3130000000.0,671000000.0,1.6,-32.6,242000000.0,0.56,25330000000.0,266.61,0.62,22.05,2880000000.0,763750000.0,0.3,163.76,164.09,1740000.0,431000000.0,429120000.0,0.41,92.73,3260000.0,1.9,0.87,4820000.0
0,0,ccl,0,0,0,0,14140000000.0,32310000000.000004,5.99,33.33,,1.04,0.73,3.12,-6.83,-73.4,-28.05,-3.82,-33.89,10340000000.0,14.42,-99.5,7920000000.0,-650000000.0,-7590000000.0,-10.6,,8180000000.0,9.05,26350000000.0,135.12,0.91,22.76,-3590000000.0,-6330000000.0,2.0,14.92,15.64,45010000.0,861700000.0,713940000.0,12.89,55.93,95280000.0,2.65,20.33,96280000.0
0,0,celg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,cern,0,0,0,0,23140000000.0,23580000000.0,29.48,22.83,1.69,4.22,5.25,4.25,16.05,14.28,14.26,6.92,17.99,5550000000.0,18.02,-4.3,4620000000.0,1250000000.0,792910000.0,2.56,335.3,892480000.0,2.91,1500000000.0,34.09,2.29,14.38,1360000000.0,737480000.0,0.76,72.81,71.01,1410000.0,306590000.0,295600000.0,0.14,87.04,13270000.0,10.14,4.87,13650000.0
0,0,cf,0,0,0,0,6610000000.0,10300000000.0,23.23,22.94,2.16,1.64,2.34,2.53,6.81,7.0,16.33,3.35,7.3,4070000000.0000005,18.89,-18.4,1170000000.0,1540000000.0,285000000.0,1.32,,553000000.0,2.59,4250000000.0,77.59,1.72,13.21,1240000000.0,839120000.0,1.08,29.17,30.27,2340000.0,213920000.0,212610000.0,0.52,96.48,4720000.0,2.19,2.91,4890000.0
0,0,cfn,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,chk,0,0,0,0,31880000.0,3310000000.0,0.37,,,0.01,0.04,0.56,-0.43,,,,,,,,2800000000.0,,,,,,,,,,,,,,3.89,8.23,,,,,,,,,
0,0,chrw,0,0,0,0,12500000000.0,13750000000.0,27.29,21.98,2.72,0.81,6.67,0.89,19.48,2.96,3.9,7.76,25.81,15450000000.0,114.0,9.6,1290000000.0,688640000.0,457720000.0,3.36,-7.1,252570000.0,1.86,1500000000.0,80.01,1.62,13.78,548610000.0,380280000.0,0.68,97.65,89.92,1370000.0,135950000.0,135350000.0,0.84,96.12,13050000.0,9.29,11.19,13570000.0
0,0,ci,0,0,0,0,79370000000.0,110010000000.0,15.4,10.72,1.0,0.52,1.65,0.7,,3.38,5.85,3.64,11.48,157010000000.0,426.14,6.2,25260000000.0,11310000000.0,5300000000.0,14.25,2.7,6670000000.0,18.46,36610000000.0,76.11,0.79,132.57,8850000000.0,2140000000.0000002,0.71,185.38,183.56,2040000.0,361270000.0,360020000.0,1.51,91.26,3710000.0,2.21,1.03,3740000.0
0,0,cim,0,0,0,0,2330000000.0,,249.75,7.73,,9.77,0.63,62.06,,10.05,84.88,0.31,1.87,715960000.0,3.55,57.9,850510000.0,,-1810000.0,-0.01,245.5,325720000.0,1.39,13650000000.0,369.16,2.36,15.92,390430000.0,,0.89,8.87,8.96,2760000.0,233730000.0,231660000.0,1.45,51.22,8910000.0,4.25,3.87,9560000.0
0,0,cinf,0,0,0,0,,,,,,,,,,11.34,14.54,2.49,8.3,6990000000.0,43.23,31.0,2630000000.0,1100000000.0,793000000.0,4.87,95.2,914000000.0,5.68,967000000.0,9.92,1.2,60.6,1450000000.0,772500000.0,0.56,78.16,72.41,1220000.0,160900000.0,147010000.0,6.85,67.46,4830000.0,5.99,3.72,4640000.0
0,0,cl,0,0,0,0,73170000000.0,79410000000.0,27.27,26.25,3.9,4.54,112.05,4.91,18.39,16.65,23.74,15.73,457.1,16160000000.0,18.85,5.7,9340000000.0,4330000000.0,2690000000.0,3.13,20.8,1070000000.0000001,1.25,7240000000.0,674.74,0.98,0.76,3730000000.0,3150000000.0,0.56,80.38,75.86,3370000.0,857170000.0,797630000.0,0.23,80.68,9360000.0,2.86,1.17,7810000.0
0,0,cldx,0,0,0,0,789360000.0,593580000.0,,,,105.24,3.43,131.32,-12.45,0.0,-1150.0,-16.76,-29.17,4520000.0,0.19,22.3,-39100000.0,-47660000.0,-48330000.0,-2.03,,199590000.0,5.04,3810000.0,1.66,16.63,5.81,-46190000.0,-26080000.0,2.98,16.93,11.23,39570000.0,39570000.0,29280000.0,0.16,81.8,2980000.0,4.65,7.54,3290000.0
0,0,clf,0,0,0,0,,,,,,,,,,-3.38,4.11,1.56,-12.32,3630000000.0,10.62,196.3,575700000.0,355000000.0,-122600000.0,-0.36,,56000000.0,0.14,4480000000.0,399.03,2.16,2.03,124800000.0,-1530000000.0,2.19,7.9,6.29,9790000.0,399240000.0,392930000.0,1.56,70.72,63930000.0,5.97,19.67,75820000.0
0,0,clx,0,0,0,0,26360000000.0,28610000000.0,23.26,28.33,4.69,3.75,23.64,4.01,16.45,16.14,20.18,14.77,123.91,7130000000.0,56.61,27.2,3060000000.0,1620000000.0,1150000000.0,9.0,104.4,860000000.0,6.82,3110000000.0,237.45,1.41,8.85,1660000000.0,1150000000.0,0.24,211.14,215.1,1500000.0,126050000.0,125650000.0,0.12,85.85,13760000.0,11.71,12.51,13890000.0
0,0,cma,0,0,0,0,7230000000.0,,14.33,12.69,21.31,2.45,0.97,,,21.76,29.31,0.68,7.01,2430000000.0,17.3,-12.6,3270000000.0,,517000000.0,3.63,-27.7,11780000000.0,84.67,5900000000.0,,,53.79,941000000.0,,1.78,44.52,39.57,1590000.0,139090000.0,137680000.0,1.03,81.19,3940000.0,2.69,3.26,4300000.0
0,0,cmcsa,0,0,0,0,224190000000.0,314910000000.0,21.97,16.64,1.34,2.17,2.6,3.02,10.03,9.9,18.05,4.48,12.36,104250000000.0,22.82,-4.8,74500000000.0,31850000000.0,10320000000.0,2.23,-37.2,13710000000.0,3.0,109590000000.0,123.38,0.93,18.83,25930000000.0,15520000000.0,0.94,45.29,42.52,17900000.0,4570000000.0,4530000000.0,0.67,85.83,82430000.0,4.92,1.82,80160000.0
0,0,cme,0,0,0,0,59580000000.0,61600000000.0,27.66,24.88,2.52,12.08,2.21,12.51,17.92,43.8,56.28,1.68,7.99,4910000000.0,13.73,-15.5,4860000000.0,3220000000.0,2150000000.0,6.0,-35.3,1420000000.0,3.97,4070000000.0000005,15.08,1.02,75.36,2780000000.0,2170000000.0,0.38,162.86,169.93,1650000.0,358990000.0,354280000.0,1.39,87.16,5250000.0,3.35,1.64,5100000.0
0,0,cmg,0,0,0,0,35020000000.0,37100000000.0,149.69,58.82,2.17,6.1,19.39,6.38,51.82,4.08,5.37,3.69,13.84,5820000000.0,208.79,14.1,1900000000.0,546070000.0,237220000.0,8.36,-18.6,1010000000.0,35.93,3090000000.0,171.19,1.51,64.53,735310000.0,423380000.0,1.42,1281.82,1164.13,27980000.0,27980000.0,27600000.0,1.27,95.88,1110000.0,2.73,4.47,
0,0,cmi,0,0,0,0,35010000000.0,36270000000.0,22.15,17.27,2.51,1.81,4.55,1.85,12.78,8.12,9.18,5.35,18.39,19560000000.0,131.25,-11.3,5980000000.0,2470000000.0,1590000000.0,10.61,-19.5,3310000000.0,22.38,4650000000.0,53.79,1.94,52.03,2420000000.0,1270000000.0,1.2,223.03,195.54,1060000.0,148010000.0,147320000.0,0.34,84.9,2680000.0,2.7,1.82,3240000.0
0,0,cms,0,0,0,0,18630000000.0,33250000000.0,24.37,22.83,3.19,2.79,3.5,4.98,13.42,11.44,21.48,3.24,13.92,6680000000.0,23.48,1.9,2560000000.0,2320000000.0,764000000.0,2.67,5.3,519000000.0,1.81,15130000000.0,256.61,0.83,18.58,1540000000.0,-593500000.0,0.15,64.4,60.89,1650000.0,286330000.0,284820000.0,0.45,93.09,3320000.0,2.33,1.34,3040000.0
0,0,cnp,0,0,0,0,13210000000.0,27970000000.0,12.8,17.21,13.41,1.04,2.23,2.31,28.51,-6.73,13.02,2.93,-6.51,12120000000.0,23.33,-2.2,3320000000.0,2840000000.0,-701000000.0,-1.88,-55.2,1060000000.0,1.96,13350000000.0,159.1,0.73,10.89,1990000000.0,-51880000.0,0.95,21.76,19.64,4700000.0,544820000.0,543240000.0,0.29,98.23,19130000.0,4.29,3.95,17050000.0
0,0,cnx,0,0,0,0,2230000000.0,4810000000.0,,,,1.72,0.52,4.32,-9.68,-84.76,-50.68,-4.08,-18.22,1120000000.0,5.81,-25.6,1030000000.0,431090000.0,-950940000.0,-4.93,,150280000.0,0.67,2740000000.0,64.28,0.65,19.02,748810000.0,-24760000.0,1.83,9.92,10.1,4650000.0,224530000.0,221850000.0,2.17,92.0,19030000.0,4.15,12.84,25160000.0
0,0,cof,0,0,0,0,39660000000.0,,42.09,10.45,0.06,1.42,0.68,,,7.88,11.44,0.33,2.28,16790000000.0,36.65,26.4,22360000000.0,,953000000.0,2.07,80.5,46580000000.0,101.85,43830000000.0,,,116.08,16190000000.000002,,1.71,78.31,69.61,2990000.0,457400000.0,452870000.0,0.89,92.38,5260000.0,1.56,1.16,6170000.0
0,0,cog,0,0,0,0,7020000000.0,8220000000.000001,33.25,8.86,3.92,4.82,3.32,5.59,10.88,14.86,19.77,4.06,9.98,1460000000.0,3.64,-20.3,1330000000.0,688630000.0,216260000.0,0.53,,0.0,0.0,1200000000.0,56.47,0.84,5.32,733370000.0,-46940000.0,0.22,18.05,18.71,4880000.0,398580000.0,390600000.0,2.01,100.68,18310000.0,3.82,5.31,16640000.0
0,0,coh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,col,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,cop,0,0,0,0,37760000000.0,45820000000.0,14.03,54.95,,1.83,1.23,2.18,8.33,-5.63,4.77,0.96,-3.45,21480000000.0,19.82,-45.1,16180000000.0,6330000000.0,-1210000000.0,-1.12,,7330000000.0,6.83,15390000000.0,49.99,2.38,28.7,6110000000.0,488000000.0,1.71,32.91,38.26,10010000.0,1070000000.0000001,1070000000.0000001,0.04,76.05,25830000.0,2.29,2.42,10860000.0
0,0,cost,0,0,0,0,165770000000.0,162640000000.0,41.65,38.46,4.07,1.0,9.07,0.98,22.68,2.4,3.61,7.46,23.67,166760000000.0,377.03,12.4,21930000000.0,7670000000.0,4000000000.0,9.02,26.6,13300000000.0,30.15,11090000000.0,59.27,1.13,41.44,8860000000.0,5340000000.0,0.66,370.72,335.28,2240000.0,441520000.0,439930000.0,0.22,70.49,2630000.0,1.33,0.6,3160000.0
0,0,cov,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,cpb,0,0,0,0,14670000000.0,20260000000.0,24.89,16.56,1.08,1.7,5.72,2.33,14.08,18.73,14.85,6.32,32.16,8690000000.0,28.78,18.4,3010000000.0,1620000000.0,592000000.0,5.36,,859000000.0,2.84,6450000000.0,250.95,0.78,8.49,1540000000.0,883250000.0,0.49,48.29,49.22,2310000.0,302270000.0,201550000.0,35.62,53.85,19080000.0,10.59,9.79,19050000.0
0,0,crm,0,0,0,0,226970000000.0,223540000000.0,99.77,66.67,3.33,11.74,5.9,11.53,85.48,12.21,0.55,0.15,8.51,19380000000.0,21.71,28.9,12860000000.0,2089999999.9999998,2370000000.0,2.59,2784.6,9280000000.0,10.2,6190000000.0,16.1,1.14,42.33,4219999999.9999995,5950000000.0,1.28,252.01,214.73,7820000.0,910000000.0,876730000.0,3.63,84.14,11610000.0,2.66,1.48,11790000.0
0,0,csc,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,csco,0,0,0,0,174750000000.0,159300000000.0,16.76,13.62,2.73,3.66,4.58,3.31,10.42,21.76,28.15,9.02,28.83,48070000000.0,11.36,-9.3,31680000000.0,15220000000.0,10460000000.0,2.47,-25.7,30010000000.0,7.09,14570000000.0,38.17,1.59,9.02,15930000000.0,13160000000.0,0.85,38.71,42.84,24860000.0,4219999999.9999995,4230000000.0000005,0.06,73.96,44020000.0,1.88,1.04,35050000.0
0,0,csx,0,0,0,0,69290000000.0,83360000000.0,25.17,21.1,3.21,6.56,5.45,7.83,14.5,26.08,40.14,6.83,22.56,10640000000.0,13.84,-11.1,6290000000.0,5650000000.0,2780000000.0,3.6,-14.0,2900000000.0,3.79,16969999999.999998,133.32,1.84,16.62,4240000000.0,1960000000.0,1.2,81.92,74.42,4120000.0,764770000.0,763850000.0,0.11,76.76,7640000.0,1.82,1.0,7810000.0
0,0,ctas,0,0,0,0,36580000000.0,38870000000.0,40.8,42.02,3.79,5.33,10.15,5.54,24.44,13.18,17.31,9.67,27.81,7020000000.0,67.53,-3.6,3230000000.0,1500000000.0,917240000.0,8.57,19.6,421540000.0,4.03,2860000000.0,79.38,2.44,34.48,1330000000.0,988530000.0,1.53,340.53,299.33,104620000.0,104620000.0,88430000.0,15.44,66.83,2.18,2.18,1.03,1280000.0
0,0,ctl,0,0,0,0,10550000000.0,43020000000.0,8.08,6.31,42.1,0.48,0.77,1.97,5.21,,,,,,,,12320000000.0,,,,,,,,,,,,,,9.61,10.09,9980000.0,,,,,,,,
0,0,ctsh,0,0,0,0,41270000000.0,40180000000.0,28.59,19.68,2.57,2.51,3.7,2.4,14.22,8.78,15.61,9.44,13.47,16750000000.0,30.79,-0.1,6150000000.0,3130000000.0,1470000000.0,2.7,-30.0,4580000000.0,8.56,3480000000.0,31.27,2.62,20.67,3340000000.0,2620000000.0,1.15,73.01,63.99,3120000.0,534640000.0,532780000.0,0.23,93.95,9810000.0,2.59,1.84,9370000.0
0,0,ctxs,0,0,0,0,14560000000.0,15560000000.0,25.43,18.45,1.66,4.68,211.64,4.81,18.77,18.52,21.33,9.99,153.37,3240000000.0,25.8,4.7,2600000000.0,794770000.0,599470000.0,4.68,-63.7,924780000.0,7.51,1930000000.0,2801.25,0.9,0.56,1020000000.0,1040000000.0,0.16,127.14,139.03,1450000.0,123120000.0,122340000.0,0.58,95.29,5800000.0,3.76,6.25,3660000.0
0,0,cvc,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,cvs,0,0,0,0,,,,,,,,,,3.0,5.32,3.89,12.06,265279999999.99997,202.97,3.6,44520000000.0,18510000000.0,7950000000.0,6.05,-20.0,12090000000.0,9.23,87270000000.0,126.28,0.95,52.56,14930000000.0,11910000000.0,0.67,61.12,62.64,8850000.0,1310000000.0,1310000000.0,0.17,78.17,19870000.0,2.9,1.52,19920000.0
0,0,cvx,0,0,0,0,,,,,,,,,,-11.02,-4.82,-1.31,-8.01,104200000000.0,56.03,-31.0,59750000000.0,15760000000.0,-11490000000.0,-6.18,,6890000000.0,3.69,34810000000.0,26.36,1.26,70.57,14000000000.0,8880000000.0,1.21,74.16,84.17,11420000.0,1930000000.0,1870000000.0,0.04,62.99,14360000.0,1.26,0.75,19470000.0
0,0,d,0,0,0,0,,,,,,,,,,-0.44,27.29,2.76,7.06,16719999999.999998,20.03,-4.6,7970000000.0,7480000000.0,2150000000.0,-0.22,-63.5,425000000.0,0.52,39120000000.0,139.38,1.13,29.35,6300000000.0,-7750000000.0,0.37,81.88,80.39,3600000.0,815820000.0,813090000.0,0.29,69.99,14030000.0,4.29,1.72,23070000.0
0,0,dal,0,0,0,0,,,,,,,,,,-42.88,-8.82,-1.9,-114.32,24560000000.0,38.53,-75.6,12920000000.0,-51000000.0,-10530000000.0,-16.53,,21530000000.0,33.89,45340000000.0,1350.61,1.27,5.28,-1540000000.0,-3990000000.0,1.27,32.51,29.06,20040000.0,637730000.0,632900000.0,0.34,62.95,14350000.0,0.86,2.26,16950000.0
0,0,dd,0,0,0,0,,,,,,,,,,-14.73,10.43,1.87,-7.4,20350000000.0,27.61,-6.1,7710000000.0,4980000000.0,-2990000000.0,-4.07,,4010000000.0,5.46,24820000000.0,65.11,1.8,51.18,3370000000.0,2210000000.0,1.34,58.7,54.95,4120000.0,733850000.0,731880000.0,0.09,78.71,11550000.0,2.61,1.58,6390000.0
0,0,dds,0,0,0,0,,,,,,,,,,-1.48,-2.84,-2.39,-4.74,4780000000.0,204.88,-26.1,2109999999.9999998,79890000.0,-71020000.0,-3.04,484.0,61100000.0,2.78,622000000.0,45.05,1.72,62.76,276570000.0,172340000.0,0.79,45.26,32.47,17990000.0,17990000.0,5270000.0,27.36,92.97,5340000.0,8.2,115.69,6540000.0
