Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,de,0,0,0,0,,,,,,,,,,7.61,11.16,3.3,21.58,35680000000.0,113.81,-11.2,9180000000.0,5940000000.0,2710000000.0,8.58,-9.8,8350000000.0,26.65,48910000000.0,379.38,2.35,41.13,7060000000.0,1460000000.0,0.94,236.85,190.7,1650000.0,313380000.0,281170000.0,0.23,81.08,2089999.9999999998,1.62,0.74,2730000.0
0,0,dell,0,0,0,0,48100000000.0,92220000000.0,23.43,9.76,1.91,0.53,251.85,1.01,10.09,2.29,3.71,1.79,58.77,91510000000.0,124.5,-2.7,28930000000.0,8690000000.0,2100000000.0,2.76,-69.3,11220000000.0,15.03,55770000000.0,1223.58,0.76,-0.56,7860000000.0,4960000000.0,,66.39,58.33,1940000.0,260570000.0,253700000.0,2.48,87.57,5040000.0,3.35,1.95,8800000.0
0,0,df,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,dfs,0,0,0,0,,,,,,,,,,18.2,25.98,0.89,9.56,5770000000.0,18.73,-6.5,7820000000.0,,1010000000.0,3.28,0.1,9510000000.0,31.04,32540000000.0,317.43,1.05,30.0,6030000000.0,,1.78,66.42,54.75,3040000.0,306500000.0,304380000.0,0.54,88.13,8560000.0,2.75,2.8,7830000.0
0,0,dg,0,0,0,0,,,,,,,,,,7.48,9.99,8.18,33.17,31280000000.0,123.71,24.4,8490000000.0,3660000000.0,2340000000.0,9.19,84.6,2960000000.0,11.88,13230000000.0,179.85,1.4,29.54,4010000000.0,2580000000.0,0.53,214.85,197.79,1730000.0,249030000.0,248450000.0,0.19,93.51,2430000.0,1.69,1.23,2089999.9999999998
0,0,dgx,0,0,0,0,,,,,,,,,,13.22,18.91,7.55,18.85,8359999999.999999,62.75,42.4,2720000000.0,1930000000.0,1100000000.0,8.11,164.2,1600000000.0,11.91,5150000000.0,78.9,1.4,47.41,1810000000.0,1100000000.0,1.17,120.93,117.2,1290000.0,134770000.0,133970000.0,0.51,91.13,2009999.9999999998,1.92,1.69,2000000.0
0,0,dhi,0,0,0,0,,,,,,,,,,11.69,14.47,10.64,21.24,20310000000.0,55.57,27.0,4620000000.0,3020000000.0,2370000000.0,6.41,64.1,2960000000.0,8.14,4280000000.0000005,35.34,6.7,32.53,1420000000.0,1420000000.0,1.79,73.57,65.1,3220000.0,364000000.0,329160000.0,9.91,84.48,4570000.0,1.73,1.57,4520000.0
0,0,dhr,0,0,0,0,,,,,,,,,,18.05,19.82,3.76,8.99,20390000000.0,28.83,34.4,9980000000.0,5610000000.0,3080000000.0,4.96,32.3,5690000000.0,8.01,22760000000.0,59.94,2.08,48.84,5100000000.0,4110000000.0000005,0.78,228.14,197.64,2250000.0,710380000.0,630080000.0,11.27,81.71,6020000.0,2.67,0.95,4920000.0
0,0,dis,0,0,0,0,,,,,,,,,,-4.38,5.8,1.2,-2.44,65390000000.0,36.17,-23.0,3790000000.0,9140000000.0,-2830000000.0,-1.59,,17910000000.0,10.06,58630000000.0,60.12,1.32,46.93,7620000000.0,7090000000.0,1.08,127.64,122.61,9680000.0,1810000000.0,1780000000.0,0.21,65.8,17190000.0,1.91,0.95,17070000.0
0,0,disca,0,0,0,0,,,,,,,,,,13.36,27.7,5.57,13.11,10660000000.0,17.28,-4.4,7390000000.0,4290000000.0,1270000000.0,1.8,14.5,2160000000.0,0.65,15490000000.0,128.65,1.99,14.81,3420000000.0,5780000000.0,1.38,21.48,21.72,4019999.9999999995,160320000.0,2220000000.0,2.85,130.69,44300000.0,12.74,32.5,46840000.0
0,0,dks,0,0,0,0,,,,,,,,,,3.03,5.37,4.11,14.12,8620000000.0,102.31,20.1,2570000000.0,722870000.0,260820000.0,3.01,146.0,1060000000.0,11.91,3250000000.0,168.5,1.36,22.94,1310000000.0,985420000.0,1.83,58.01,46.96,2480000.0,65150000.00000001,62550000.0,4.35,111.03,14150000.0,7.68,22.99,14050000.0
0,0,dlph,0,0,0,0,,,,,,,,,,,,,,,,,656000000.0,,,,,,,,,,,,,,16.77,15.1,1900000.0,,,,,,,,
0,0,dltr,0,0,0,0,,,,,,,,,,3.61,7.62,5.84,14.0,24630000000.0,103.97,9.4,8950000000.0,2550000000.0,887900000.0,3.73,45.0,1750000000.0,7.38,10290000000.0,151.03,1.22,28.71,2460000000.0,1130000000.0,0.66,93.44,91.78,2000000.0,237310000.0,233990000.0,1.41,91.16,2950000.0,1.72,1.61,3560000.0
0,0,dlx,0,0,0,0,,,,,,,,,,1.56,13.73,8.18,5.6,1860000000.0,44.26,-11.0,1200000000.0,323240000.0,28910000.0,0.67,,310430000.0,7.41,1090000000.0,213.46,1.79,12.21,245440000.0,247600000.0,1.56,24.77,25.08,41890000.0,41890000.0,41370000.0,0.82,92.47,2610000.0,8.51,7.14,2610000.0
0,0,dnb,0,0,0,0,,,,,,,,,,-20.69,-4.39,,,1690000000.0,4.0,8.3,965400000.0,410300000.0,-370300000.0,-0.88,,311300000.0,0.74,3380000000.0,92.27,0.92,8.53,187500000.0,,,26.68,25.87,1030000.0,423040000.0,138570000.0,0.24,72.58,4790000.0,6.57,2.83,6610000.0
0,0,dnr,0,0,0,0,,,,,,,,,,,,,,,,,738870000.0,,,,,,,,,,,,,,0.03,0.2031,7790000.0,,,,,,,,
0,0,do,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,dov,0,0,0,0,,,,,,,,,,10.02,14.71,6.96,21.38,6680000000.0,46.28,-4.2,2630000000.0,1260000000.0,669470000.0,4.59,-2.8,427500000.0,2.97,3140000000.0,96.65,1.48,22.53,1050000000.0,810560000.0,1.33,114.51,105.39,143970000.0,143970000.0,143240000.0,0.92,85.54,1940000.0,2.92,1.54,1530000.0
0,0,dow,0,0,0,0,38550000000.0,53270000000.0,,19.3,,1.01,3.12,1.4,30.28,-6.14,7.44,2.83,-14.68,38040000000.0,51.4,-9.8,6370000000.0,5590000000.0,-2340000000.0,-3.17,,4590000000.0,6.19,19550000000.0,151.2,1.74,16.66,6550000000.0,4900000000.0,,48.84,44.04,4410000.0,741750000.0,740790000.0,0.09,68.03,10270000.0,2.48,1.39,11660000.0
0,0,dps,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,dri,0,0,0,0,,,,,,,,,,-2.6,2.61,1.2,-7.72,7200000000.0,57.85,-28.4,1410000000.0,519600000.0,-183700000.0,-1.51,-78.8,654600000.0,5.03,5750000000.0,242.11,0.63,18.24,667100000.0,65989999.99999999,1.41,101.0,85.22,2080000.0,130080000.00000001,129620000.0,0.78,92.62,4179999.9999999995,2.63,4.13,6150000.0
0,0,dsw,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,dte,0,0,0,0,,,,,,,,,,11.3,16.36,2.97,11.66,12040000000.0,62.77,5.3,3420000000.0,3030000000.0,1360000000.0,7.07,49.2,945000000.0,4.88,19820000000.0,158.73,1.12,63.67,3530000000.0,-1370000000.0,0.63,122.61,114.05,1130000.0,193560000.0,192270000.0,0.59,74.98,1790000.0,1.38,1.2,2680000.0
0,0,dtv,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,duk,0,0,0,0,,,,,,,,,,8.89,23.64,2.21,3.9,23770000000.0,32.38,-3.2,11560000000.0,11050000000.0,2009999999.9999998,2.73,-2.8,311000000.0,0.42,65620000000.00001,138.76,0.52,59.84,9340000000.0,-965880000.0,0.23,92.73,85.57,3380000.0,735960000.0,734910000.0,0.1,64.77,35980000.0,9.16,4.89,36950000.0
0,0,dva,0,0,0,0,,,,,,,,,,7.32,15.57,6.51,30.61,11540000000.0,92.9,0.7,3470000000.0,2430000000.0,832130000.0,6.68,10.8,729870000.0,6.52,11110000000.0,363.27,1.37,13.84,2170000000.0,1170000000.0,1.18,92.8,85.67,1090000.0,121990000.0,108830000.0,2.93,97.8,5300000.0,5.99,7.28,4830000.0
0,0,dvn,0,0,0,0,,,,,,,,,,-74.28,-62.1,-13.61,-50.73,4340000000.0,11.5,-28.8,2230000000.0,-1290000000.0,-2470000000.0,-8.57,,1710000000.0,4.46,4550000000.0,144.54,2.04,7.89,1550000000.0,-1950000000.0,3.29,9.87,10.91,9950000.0,382500000.0,379810000.0,0.63,84.01,17630000.0,1.66,5.27,14060000.0
0,0,ea,0,0,0,0,,,,,,,,,,23.51,24.76,7.84,17.25,5590000000.0,19.31,-14.6,4170000000.0,1540000000.0,1310000000.0,4.49,-78.3,6030000000.0,20.79,1240000000.0,15.34,2.75,27.88,2040000000.0,1670000000.0,0.93,125.66,129.44,2490000.0,290080000.0,288640000.0,0.39,93.87,4500000.0,2.11,1.56,6180000.0
0,0,ebay,0,0,0,0,,,,,,,,,,45.56,25.55,10.15,80.97,11800000000.0,15.96,25.1,8289999999.999999,3690000000.0,2510000000.0,7.21,114.2,3660000000.0,5.31,8140000000.000001,278.7,1.75,4.24,2470000000.0,2250000000.0,1.33,51.48,51.45,9070000.0,699880000.0,663580000.0,3.66,94.62,20590000.0,2.59,3.15,27370000.0
0,0,ecl,0,0,0,0,,,,,,,,,,-7.52,14.23,6.54,16.55,14310000000.0,49.75,-6.4,6220000000.0,3040000000.0,1200000000.0,-3.74,-47.0,1030000000.0,3.62,7350000000.0,121.5,1.61,21.07,2029999999.9999998,2089999999.9999998,0.94,200.35,201.21,1100000.0,285440000.0,253100000.0,0.54,88.03,2570000.0,2.3,1.03,3420000.0
0,0,ecyt,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ed,0,0,0,0,,,,,,,,,,11.06,20.66,2.73,7.64,12240000000.0,36.68,-1.0,6770000000.0,4390000000.0,1350000000.0,4.05,4.2,153000000.0,0.46,24020000000.0,128.38,0.59,55.37,2540000000.0,-1150000000.0,0.16,80.7,75.43,2240000.0,334860000.0,334330000.0,0.17,65.92,10020000.0,6.39,3.0,12100000.0
0,0,efx,0,0,0,0,,,,,,,,,,11.29,16.78,4.92,16.16,3910000000.0,32.26,22.0,1990000000.0,1040000000.0,441900000.0,3.62,176.4,1540000000.0,12.62,4380000000.0,147.55,0.97,24.09,879700000.0,459310000.0,1.2,156.75,160.88,1350000.0,121640000.0,121240000.0,0.39,93.9,1710000.0,2.09,1.58,2220000.0
0,0,eix,0,0,0,0,,,,,,,,,,2.66,20.65,2.6,2.3,13390000000.0,36.34,24.1,6740000000.0,4570000000.0,356000000.0,0.96,,92000000.0,0.24,22850000000.0,146.02,0.68,36.32,1580000000.0,-2620000000.0,0.5,57.73,55.68,2170000.0,378510000.0,378150000.0,0.06,92.11,7540000.0,3.62,2.15,10260000.0
0,0,el,0,0,0,0,,,,,,,,,,4.38,14.4,7.54,13.79,13960000000.0,38.7,-8.5,10750000000.0,2640000000.0,612000000.0,1.66,-12.1,4280000000.0000005,11.84,8090000000.0,180.63,1.85,12.32,2810000000.0,1770000000.0,0.83,230.25,206.22,1180000.0,226540000.0,224820000.0,4.29,91.68,1790000.0,1.98,0.8,2540000.0
0,0,emc,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,emn,0,0,0,0,,,,,,,,,,5.56,12.2,4.03,7.87,8490000000.0,62.62,-8.7,2230000000.0,1610000000.0,472000000.0,3.46,-39.5,650000000.0,4.8,6060000000.0,98.36,1.98,44.86,1720000000.0,1070000000.0000001,1.52,85.37,75.57,135470000.0,135470000.0,134570000.0,0.62,87.97,2000000.0,2.64,1.67,2680000.0
0,0,emr,0,0,0,0,,,,,,,,,,11.71,14.84,7.18,23.8,16790000000.0,27.67,-8.3,7010000000.0,3340000000.0,1960000000.0,3.24,0.8,3320000000.0,5.5,7490000000.0,88.62,1.52,14.02,3080000000.0,2020000000.0,,69.71,65.03,2620000.0,598040000.0,598210000.0,0.68,76.48,9600000.0,3.85,1.62,8420000.0
0,0,eog,0,0,0,0,,,,,,,,,,-2.7,-1.38,-0.27,-1.48,11300000000.0,19.52,-45.0,9120000000.0,5430000000.0,-305520000.0,-0.53,,3070000000.0,5.26,5980000000.0,29.66,1.69,34.54,5690000000.0,1660000000.0,1.94,37.32,45.09,5370000.0,583380000.0,580500000.0,0.35,90.02,13380000.0,2.26,2.56,9010000.0
0,0,eqr,0,0,0,0,,,,,,,,,,35.97,31.8,2.52,9.12,2640000000.0,7.11,-9.1,1790000000.0,1670000000.0,947450000.0,2.55,-65.8,178330000.0,0.48,8730000000.0,78.99,0.59,28.15,1400000000.0,1140000000.0,0.61,53.57,56.58,3010000.0,372250000.0,367620000.0,1.6,93.09,8960000.0,3.27,3.23,7300000.0
0,0,eqt,0,0,0,0,,,,,,,,,,-84.81,-23.59,-2.03,-22.36,2600000000.0,10.19,-22.1,1890000000.0,850750000.0,-2210000000.0,-8.64,,13670000.0,0.05,4770000000.0,53.97,0.73,34.64,1350000000.0,363050000.0,1.43,14.6,14.33,4820000.0,275600000.0,253980000.0,1.08,91.38,14990000.0,2.75,6.09,15570000.0
0,0,esrx,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,esv,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,etfc,0,0,0,0,,,,,,,,,,,,,,,,,2710000000.0,,,,,,,,,,,,,,49.38,49.54,2450000.0,,,,,,,,
0,0,etn,0,0,0,0,,,,,,,,,,7.53,9.98,3.65,9.15,18410000000.0,45.35,-14.8,7050000000.0,2660000000.0,1390000000.0,3.4,-25.8,767000000.0,1.92,8670000000.0,59.73,1.49,36.32,2940000000.0,836880000.0,1.12,108.21,96.45,1540000.0,398600000.0,397540000.0,0.21,83.23,2580000.0,2.0,0.65,3700000.0
0,0,etr,0,0,0,0,,,,,,,,,,13.57,18.75,2.24,13.0,10210000000.0,51.07,-7.5,4269999999.9999995,3780000000.0,1390000000.0,6.89,42.7,1240000000.0,6.19,22060000000.0,200.08,0.59,53.8,3070000000.0,-471460000.0,0.49,106.02,100.45,1160000.0,200230000.0,199580000.0,0.27,88.36,1470000.0,1.13,0.84,1790000.0
0,0,ew,0,0,0,0,,,,,,,,,,18.18,29.85,12.77,19.79,4370000000.0,7.01,4.3,3230000000.0,1400000000.0,794100000.0,1.26,18.4,1300000000.0,2.08,690100000.0,16.39,3.52,6.76,1050000000.0,393460000.0,0.92,80.11,76.66,2610000.0,623250000.0,618290000.0,0.68,87.76,4980000.0,2.15,0.81,6690000.0
0,0,exc,0,0,0,0,,,,,,,,,,7.14,11.84,1.97,6.7,33270000000.000004,34.08,-0.9,10270000000.0,8910000000.0,2380000000.0,2.43,-35.1,1860000000.0,1.9,39160000000.0,111.56,1.09,33.71,5480000000.0,-84000000.0,0.41,40.71,38.2,5870000.0,975570000.0,973120000.0,0.26,80.95,9580000.0,1.52,0.98,8700000.0
0,0,expd,0,0,0,0,,,,,,,,,,7.06,9.33,13.0,27.0,8990000000.0,53.35,18.8,1050000000.0,894080000.0,634850000.0,3.71,19.4,1470000000.0,8.66,428130000.0,17.09,2.28,14.78,678570000.0,503300000.0,0.82,90.78,83.39,1070000.0,169230000.0,168070000.0,0.64,96.36,3390000.0,3.53,2.3,3350000.0
0,0,expe,0,0,0,0,,,,,,,,,,-30.64,-12.7,-2.72,-45.61,7030000000.0,49.49,-57.7,9900000000.0,-541000000.0,-2200000000.0,-15.49,,4380000000.0,30.93,9350000000.0,226.12,1.2,11.54,-3110000000.0,-3530000000.0,1.6,100.45,89.38,2790000.0,135940000.0,115660000.0,12.77,102.94,14710000.0,6.92,12.29,14930000.0
0,0,expr,0,0,0,0,,,,,,,,,,-26.21,-16.14,-8.37,-114.95,1550000000.0,23.95,-48.0,900710000.0,-170920000.0,-406540000.0,-6.284,,192890000.0,2.97,1190000000.0,799.02,1.07,2.3,-81400000.0,-91600000.0,2.04,0.7286,1.2309,5090000.0,64840000.0,54680000.0,3.63,70.57,10110000.0,1.86,18.94,11480000.0
0,0,f,0,0,0,0,,,,,,,,,,-0.12,-0.58,-0.18,-0.46,130910000000.0,32.99,1.4,12880000000.0,7050000000.0,-163000000.0,-0.04,461.2,29500000000.0,7.42,158560000000.0,478.15,1.2,8.33,22630000000.0,5550000000.0,1.23,7.72,6.75,62170000.0,3910000000.0,3900000000.0,0.2,52.13,89220000.0,1.39,2.52,96140000.0
0,0,fast,0,0,0,0,,,,,,,,,,15.12,20.03,17.59,30.77,5570000000.0,9.7,2.5,2520000000.0,1270000000.0,841700000.0,1.46,3.7,331800000.0,0.58,651500000.0,22.58,4.39,5.03,1030000000.0,675830000.0,1.2,45.49,44.21,3300000.0,574050000.0,571880000.0,0.32,81.37,13410000.0,3.97,2.67,15710000.0
0,0,fb,0,0,0,0,,,,,,,,,,32.01,30.08,10.96,23.88,78980000000.0,27.71,21.6,57930000000.0,30220000000.0,25280000000.0,8.78,28.8,55620000000.0,19.53,11140000000.0,9.47,5.51,41.31,33790000000.0,10740000000.0,1.27,272.07,251.87,22610000.0,2400000000.0,2390000000.0,0.63,79.81,21710000.0,1.05,0.91,22190000.0
0,0,fcx,0,0,0,0,,,,,,,,,,-0.74,10.1,2.1,0.28,13610000000.0,9.37,22.1,2710000000.0,3050000000.0,-104000000.0,-0.08,,2510000000.0,1.73,10030000000.0,57.11,2.61,6.36,1860000000.0,125750000.0,2.21,17.78,13.93,19340000.0,1450000000.0,1450000000.0,0.75,73.91,25060000.0,1.37,1.94,34220000.0
0,0,fdo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,fdx,0,0,0,0,,,,,,,,,,2.5,4.72,2.89,9.49,71490000000.0,273.38,13.3,16840000000.0,7040000000.0,1780000000.0,6.79,67.1,6950000000.0,26.48,38030000000.0,195.4,1.69,74.11,7180000000.0,-616370000.0,1.39,270.95,196.44,3120000.0,262589999.99999997,242110000.0,7.71,75.51,3190000.0,1.19,1.48,3840000.0
0,0,fe,0,0,0,0,,,,,,,,,,6.76,12.41,1.97,8.44,10730000000.0,19.82,2.0,7690000000.0,2470000000.0,613000000.0,1.35,16.1,296000000.0,0.55,22580000000.0,314.14,0.71,13.26,1580000000.0,-1510000000.0,0.26,30.57,33.93,5590000.0,542110000.0,539990000.0,0.26,81.45,16010000.000000002,2.75,4.24,10450000.0
0,0,ffiv,0,0,0,0,,,,,,,,,,13.08,20.13,7.33,15.4,2350000000.0,38.59,4.1,1950000000.0,569010000.0,307440000.0,5.01,-18.1,1210000000.0,19.8,727040000.0,32.57,1.39,36.53,660900000.0,652780000.0,1.03,135.65,136.8,1000000.0,61100000.0,57620000.0,0.41,100.07,4360000.0,5.03,8.03,3860000.0
0,0,fhn,0,0,0,0,,,,,,,,,,37.23,27.59,1.16,11.16,1940000000.0,5.22,62.2,1820000000.0,,704500000.0,1.9,382.7,9330000000.0,16.83,4410000000.0,,,13.3,-159180000.0,,1.54,10.78,9.8,5460000.0,554790000.0,545260000.0,1.48,83.65,20820000.0,3.63,4.32,18960000.0
0,0,fis,0,0,0,0,,,,,,,,,,-0.83,12.2,1.15,-0.19,12580000000.0,20.37,13.3,3720000000.0,4450000000.0,-104000000.0,-0.17,-87.0,2370000000.0,3.81,20190000000.0,41.02,0.78,79.08,3690000000.0,4510000000.0,0.75,141.0,140.89,3100000.0,620510000.0,618480000.0,0.36,93.81,4520000.0,1.39,0.73,7600000.0
0,0,fisv,0,0,0,0,,,,,,,,,,6.01,11.42,1.43,2.71,15060000000.0,22.33,21.0,4930000000.0,4830000000.0,905000000.0,1.32,33.3,937000000.0,1.4,21260000000.0,65.03,1.06,47.28,4269999999.9999995,3800000000.0,0.77,102.32,101.28,4780000.0,670440000.0,561530000.0,0.45,94.75,9130000.0,2.14,1.64,14760000.0
0,0,fitb,0,0,0,0,,,,,,,,,,23.35,30.67,0.83,7.02,6670000000.0,9.33,3.5,7890000000.0,,1450000000.0,2.0,5.8,6920000000.0,9.72,18220000000.0,,,29.25,3390000000.0,,1.71,23.64,20.86,5840000.0,712420000.0,709110000.0,0.32,81.78,11110000.0,2.08,1.73,14660000.0
0,0,fl,0,0,0,0,,,,,,,,,,2.62,4.77,3.24,7.89,7410000000.0,70.47,17.1,3560000000.0,530000000.0,194000000.0,1.83,-25.0,1370000000.0,13.15,3290000000.0,136.95,1.69,23.02,974000000.0,612120000.0,1.35,37.52,31.63,2510000.0,104390000.0,103410000.0,7.34,82.09,6280000.0,3.2,6.77,9150000.0
0,0,flir,0,0,0,0,,,,,,,,,,7.36,17.62,6.49,7.56,1890000000.0,14.26,-1.0,935400000.0,431050000.0,139030000.0,1.04,-2.2,320720000.0,2.45,833940000.0,46.1,2.52,13.79,289740000.0,233020000.0,1.56,36.21,39.35,1270000.0,131150000.0,129940000.0,0.92,92.16,3220000.0,3.04,2.8,3320000.0
0,0,flr,0,0,0,0,,,,,,,,,,-9.32,-1.01,-1.11,-76.13,14280000000.0,101.78,-1.3,-427380000.0,-13700000.0,-1410000000.0,-9.48,,1980000000.0,14.1,1710000000.0,138.76,1.39,7.77,191670000.0,-345000000.0,2.67,11.57,11.16,2370000.0,140330000.0,118270000.0,1.99,77.57,6680000.0,2.97,5.33,7820000.0
0,0,fls,0,0,0,0,,,,,,,,,,3.85,10.03,4.81,8.94,3820000000.0,29.24,-7.2,1310000000.0,445880000.0,146860000.0,1.12,-14.8,921180000.0,7.07,1880000000.0,110.2,2.57,12.87,285150000.0,270530000.0,1.76,29.81,28.76,1290000.0,130259999.99999999,129940000.0,0.25,101.32,5230000.0,5.68,6.19,5180000.0
0,0,flws,0,0,0,0,,,,,,,,,,4.07,5.54,6.86,17.9,1590000000.0,24.62,51.5,622200000.0,121570000.0,64510000.00000001,0.98,,11010000.0,0.17,306960000.0,78.4,1.18,6.08,161490000.0,95030000.0,1.68,24.37,24.63,1500000.0,36290000.0,25530000.0,32.04,93.97,7800000.0,8.02,35.03,7280000.0
0,0,fmc,0,0,0,0,,,,,,,,,,10.64,23.91,7.16,20.21,4690000000.0,36.13,6.9,2080000000.0,1280000000.0,567700000.0,3.82,23.2,297100000.0,2.29,3400000000.0,114.7,1.7,22.69,706100000.0,809250000.0,1.02,107.04,103.88,129759999.99999999,129759999.99999999,129030000.0,0.68,91.75,1070000.0,1.68,0.93,1200000.0
0,0,fosl,0,0,0,0,,,,,,,,,,-5.51,-4.92,-3.49,-21.19,1800000000.0,35.31,-19.3,1100000000.0,-42300000.0,-99010000.0,-1.95,,323560000.0,6.29,563590000.0,133.06,1.83,8.24,219880000.0,256860000.0,1.42,6.37,5.2,1760000.0,51470000.0,46620000.0,9.67,93.82,8700000.0,6.33,27.29,7440000.0
0,0,frx,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,fslr,0,0,0,0,,,,,,,,,,6.38,15.44,4.81,4.22,3500000000.0,33.12,69.6,549210000.0,769330000.0,223240000.0,2.1,406.3,1630000000.0,15.39,460260000.0,8.53,3.83,50.92,632490000.0,384980000.0,1.28,81.01,64.47,3000000.0,105980000.0,89530000.0,15.41,75.39,8260000.0,2.22,9.96,9410000.0
0,0,fti,0,0,0,0,,,,,,,,,,-42.41,6.3,2.41,-78.32,13350000000.0,29.81,0.0,2460000000.0,1310000000.0,-5660000000.0,-12.64,,4360000000.0,9.69,4690000000.0,109.75,1.1,9.32,661200000.0,460040000.0,2.22,6.63,7.39,6250000.0,449410000.0,422320000.0,0.68,84.95,16820000.0,2.49,3.76,17050000.0
0,0,ftr,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,gas,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,gci,0,0,0,0,,,,,,,,,,-19.92,4.68,3.95,-122.19,3230000000.0,26.64,116.3,788320000.0,351930000.0,-643390000.0,-5.307,,188960000.0,1.41,1960000000.0,455.18,1.03,3.22,1280000.0,246060000.0,1.73,1.4594,1.5186,1610000.0,137960000.0,120040000.0,6.3,59.5,18820000.0,21.57,14.02,20110000.0
0,0,gd,0,0,0,0,,,,,,,,,,,,,,,,,7060000000.0,,,,,,,,,,,,,,141.5,145.54,1290000.0,,,,,,,,
0,0,ge,0,0,0,0,,,,,,,,,,4.52,1.4,0.28,12.38,83930000000.0,9.6,-16.9,18810000000.0,7210000000.0,3510000000.0,0.35,,21240000000.0,2.42,82410000000.0,236.85,2.36,3.8,6700000000.0,10700000000.0,0.78,7.47,6.85,107460000.0,8760000000.0,8730000000.0,0.25,62.47,81660000.0,0.73,0.94,88800000.0
0,0,ges,0,0,0,0,,,,,,,,,,-4.06,1.78,1.0,-16.52,2120000000.0,32.28,-41.7,1020000000.0,104890000.0,-86610000.0,-1.32,,327970000.0,5.16,1260000000.0,274.07,1.47,6.89,261560000.0,192050000.0,1.81,13.08,11.28,1300000.0,63610000.0,37650000.0,40.02,68.38,9380000.0,9.4,44.32,8740000.0
0,0,gild,0,0,0,0,,,,,,,,,,5.48,21.36,5.15,6.46,23150000000.0,18.38,17.4,17770000000.0,6350000000.0,1270000000.0,1.01,,24960000000.0,19.91,29290000000.0,167.65,3.25,13.92,8830000000.0,4139999999.9999995,0.55,61.15,69.22,9540000.0,1250000000.0,1250000000.0,0.4,80.17,22700000.0,2.18,1.81,19360000.0
0,0,gis,0,0,0,0,,,,,,,,,,12.78,18.34,6.7,26.48,17990000000.0,29.48,9.0,6160000000.0,3890000000.0,2300000000.0,3.74,22.7,1800000000.0,2.94,13620000000.0,145.79,0.7,13.81,3690000000.0,2860000000.0,0.59,61.05,61.76,3110000.0,610920000.0,609540000.0,0.17,76.75,19860000.0,6.71,3.25,17130000.0
0,0,glw,0,0,0,0,,,,,,,,,,2.71,6.76,1.58,2.25,10770000000.0,14.15,2.3,4040000000.0,2250000000.0,194000000.0,0.25,26.7,2510000000.0,3.29,8770000000.0,68.24,2.09,13.61,2420000000.0,491880000.0,1.13,34.31,29.7,4440000.0,764010000.0,761440000.0,0.32,76.88,10720000.0,2.42,1.41,16960000.0
0,0,gm,0,0,0,0,,,,,,,,,,2.92,3.69,1.14,6.89,115790000000.0,80.89,0.0,14140000000.0,9460000000.0,3210000000.0,2.23,72.1,32200000000.000004,22.5,118580000000.0,247.0,1.11,30.96,13450000000.0,-7980000000.0,1.35,34.9,29.17,15530000.0,1430000000.0,1330000000.0,7.23,80.04,19870000.0,1.42,1.39,19720000.0
0,0,gmcr,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,gme,0,0,0,0,,,,,,,,,,-6.07,-2.73,-3.56,-57.56,5600000000.0,80.8,-26.7,1910000000.0,-61100000.0,-334400000.0,-4.9,,735100000.0,11.28,1170000000.0,331.11,1.05,5.4,375700000.0,388780000.0,1.04,11.8,6.92,11670000.0,64760000.00000001,41540000.0,25.42,130.84,66810000.0,4.2,294.28,68630000.0
